iter,mean_eval,pop_best_eval,median_eval,best_eval,worst_eval
246,4633.138671875,3090.2744140625,4605.01806640625,1740.0,18324.59765625
247,4309.21630859375,2697.890625,4280.0,1740.0,18324.59765625
248,4580.87451171875,2105.05419921875,4324.4990234375,1740.0,18324.59765625
249,4817.220703125,2424.96435546875,4675.18505859375,1740.0,18324.59765625
250,4876.76318359375,2551.100830078125,4232.09814453125,1740.0,18324.59765625
251,4128.15576171875,2211.123291015625,4190.3173828125,1740.0,18324.59765625
252,4851.77880859375,2555.78955078125,4795.09716796875,1740.0,18324.59765625
253,4656.587890625,2497.880859375,4173.845703125,1740.0,18324.59765625
254,4885.92041015625,3323.037353515625,4336.13232421875,1740.0,18324.59765625
255,4307.37255859375,2816.51416015625,4282.47119140625,1740.0,18324.59765625
256,4735.10302734375,2369.018798828125,4335.0,1740.0,18324.59765625
257,4855.6337890625,2748.50341796875,4390.9794921875,1740.0,18324.59765625
258,5222.82666015625,2539.715087890625,4896.97998046875,1740.0,18324.59765625
259,3742.545654296875,1871.6334228515625,3701.48583984375,1740.0,18324.59765625
260,5013.93310546875,2338.036376953125,4364.17822265625,1740.0,18324.59765625
261,4554.30322265625,2054.020751953125,4418.86865234375,1740.0,18324.59765625
262,4061.626708984375,2093.6064453125,3809.435546875,1740.0,18324.59765625
263,4507.98388671875,2302.293212890625,4298.4384765625,1740.0,18324.59765625
264,5665.8515625,1655.485107421875,4416.220703125,1655.485107421875,18324.59765625
265,4698.814453125,999.8927001953125,4267.49755859375,999.8927001953125,18324.59765625
266,4438.45068359375,1707.6002197265625,4455.10009765625,999.8927001953125,18324.59765625
267,4025.415283203125,1340.774658203125,3707.77685546875,999.8927001953125,18324.59765625
268,2697.396484375,1201.1531982421875,2675.9990234375,999.8927001953125,18324.59765625
269,4439.48388671875,1011.1613159179688,3535.062744140625,999.8927001953125,18324.59765625
270,3360.832763671875,1508.104248046875,3020.206787109375,999.8927001953125,18324.59765625
271,3675.600830078125,1427.9248046875,3050.45703125,999.8927001953125,18324.59765625
272,3451.500244140625,1003.126220703125,2962.125244140625,999.8927001953125,18324.59765625
273,3512.522705078125,646.0805053710938,3099.70068359375,646.0805053710938,18324.59765625
274,4358.20751953125,1238.36767578125,3364.701171875,646.0805053710938,18324.59765625
275,3846.473388671875,935.4105224609375,3014.93994140625,646.0805053710938,18324.59765625
276,3837.9736328125,859.6864624023438,2740.190673828125,646.0805053710938,18324.59765625
277,2957.217041015625,1120.1407470703125,2406.340576171875,646.0805053710938,18324.59765625
278,2571.846923828125,754.8570556640625,2190.634033203125,646.0805053710938,18324.59765625
279,2822.519775390625,797.9407958984375,2320.837646484375,646.0805053710938,18324.59765625
280,3461.7265625,508.4638671875,2220.660400390625,508.4638671875,18324.59765625
281,2779.094482421875,607.955810546875,2498.36376953125,508.4638671875,18324.59765625
282,3027.0478515625,712.9281005859375,3085.04443359375,508.4638671875,18324.59765625
283,3366.068115234375,1134.4591064453125,3029.648681640625,508.4638671875,18324.59765625
284,2950.483154296875,1013.2565307617188,2620.237548828125,508.4638671875,18324.59765625
285,2867.014892578125,420.6060791015625,2044.5279541015625,420.6060791015625,18324.59765625
286,2252.345703125,407.1474304199219,1778.46484375,407.1474304199219,18324.59765625
287,2489.576416015625,728.1324462890625,2088.12353515625,407.1474304199219,18324.59765625
288,2859.546875,590.3890991210938,2272.471435546875,407.1474304199219,18324.59765625
289,3543.284423828125,870.2759399414062,2114.61328125,407.1474304199219,18324.59765625
290,2129.43896484375,910.7769165039062,1771.296142578125,407.1474304199219,18324.59765625
291,2949.485595703125,833.9036254882812,1852.588134765625,407.1474304199219,18324.59765625
292,2012.2188720703125,544.2445678710938,1451.0987548828125,407.1474304199219,18324.59765625
293,2624.376708984375,424.29705810546875,1591.0487060546875,407.1474304199219,18324.59765625
294,2182.625244140625,574.3478393554688,1465.153076171875,407.1474304199219,18324.59765625
295,1811.8653564453125,371.90960693359375,1634.4605712890625,371.90960693359375,18324.59765625
296,2543.69775390625,581.1192626953125,1437.492919921875,371.90960693359375,18324.59765625
297,2198.495849609375,572.4234619140625,1286.122314453125,371.90960693359375,18324.59765625
298,2253.693603515625,269.86383056640625,1456.5711669921875,269.86383056640625,18324.59765625
299,2186.970947265625,247.51531982421875,1499.525634765625,247.51531982421875,18324.59765625
300,1650.7437744140625,468.6926574707031,1249.2469482421875,247.51531982421875,18324.59765625
301,2277.133544921875,324.3973083496094,1555.9952392578125,247.51531982421875,18324.59765625
302,2305.345458984375,323.1829528808594,1677.2435302734375,247.51531982421875,18324.59765625
303,1690.21630859375,454.5421142578125,1413.6661376953125,247.51531982421875,18324.59765625
304,2561.204833984375,408.9329528808594,1068.3111572265625,247.51531982421875,18324.59765625
305,2459.660400390625,339.8233642578125,1390.9425048828125,247.51531982421875,18324.59765625
306,1761.2589111328125,469.1507263183594,925.0221557617188,247.51531982421875,18324.59765625
307,1735.6881103515625,302.9328918457031,1108.576171875,247.51531982421875,18324.59765625
308,1856.3828125,280.51971435546875,874.3583984375,247.51531982421875,18324.59765625
309,1923.97021484375,290.4718322753906,1332.162109375,247.51531982421875,18324.59765625
310,1690.01025390625,333.96026611328125,993.0494384765625,247.51531982421875,18324.59765625
311,1744.6585693359375,125.60057830810547,1041.221435546875,125.60057830810547,18324.59765625
312,2639.607177734375,380.58489990234375,861.33837890625,125.60057830810547,18324.59765625
313,2099.497802734375,209.93955993652344,1019.7099609375,125.60057830810547,18324.59765625
314,1875.2059326171875,367.8847961425781,1179.567626953125,125.60057830810547,18324.59765625
315,1527.3568115234375,268.2709655761719,1013.7073364257812,125.60057830810547,18324.59765625
316,1528.6236572265625,256.6875915527344,696.3121337890625,125.60057830810547,18324.59765625
317,1923.0633544921875,208.13681030273438,1106.14306640625,125.60057830810547,18324.59765625
318,2211.596923828125,92.6882553100586,865.9639892578125,92.6882553100586,18324.59765625
319,1826.4166259765625,263.5329895019531,899.0553588867188,92.6882553100586,18324.59765625
320,1848.1578369140625,158.06100463867188,1018.2072143554688,92.6882553100586,18324.59765625
321,1344.3004150390625,204.81715393066406,778.1415405273438,92.6882553100586,18324.59765625
322,1738.92822265625,184.61434936523438,775.4675903320312,92.6882553100586,18324.59765625
323,2619.080078125,131.88555908203125,895.319091796875,92.6882553100586,18324.59765625
324,1655.431640625,275.25201416015625,567.3014526367188,92.6882553100586,18324.59765625
325,1452.98388671875,224.04380798339844,927.84619140625,92.6882553100586,18324.59765625
326,2116.782470703125,180.91261291503906,1018.5885620117188,92.6882553100586,18324.59765625
327,1580.1673583984375,226.06640625,837.1666259765625,92.6882553100586,18324.59765625
328,3754.023193359375,128.02203369140625,1358.348876953125,92.6882553100586,18324.59765625
